Predicted XUV Line Intensities
CHIANTI database - Version 10.0.1
Calculated with Constant density=  1.00e+10 (cm-3) 
500.1 to 1599.9 Angstroms
Number of lines:  30054
Minimum intensity =        259397.92
Units are:  photons cm-2 sr-1 s-1
Lines marked with a * do not have correspondent observed energy levels 
and have approximate wavelengths.
Calculated: 13/Oct/21 14:22:14

Ionization Fractions file: chianti.ioneq
ionization equilibrium:  CHIANTI
 produced as part of the CHIANTI atomic data base collaboration
  Created on Fri Oct  9 11:46:20 2020

 Elemental Abundance file: sun_coronal_1992_feldman_ext.abund
elemental abundances: Feldman, U., Mandelbaum, P., Seely, J.L., Doschek, G.A., Gursky H., 1992, ApJSS, 81, 387
Potassium abundance: Landi, Feldman and Dere 2002, ApJ, 139, 281
 Li,Be,B,F,P,Cl,Sc,Ti,V,Cr,Mn,Co,Cu and Zn abundances: Grevesse N., Sauval A.J., 1998, Space Science 
          Reviews, 85, 161 (photospheric values) with low-FIP elements increased by a factor 3.5
 produced for the CHIANTI atomic database by Enrico Landi, Jun 2002
comment:
    Filename changed, Peter Young 27-Jun-2012 (previous name: sun\_coronal\_ext.abund)
Minimum abundance =   1.38038e-07

Differential Emission Measure file: coronal_hole.dem
filename: coronal\_hole.dem
dem: produced by chianti\_dem.pro 
 Comment: the DEM was derived using the Vernazza \& Reeves 1978 ApJSS, 37, 485 average coronal hole,
           the sun\_coronal.abund file and a constant pressure of 3.00e+15 cm-3 K.
 produced as part of the Arcetri/Cambridge/NRL 'CHIANTI' atomic data base collaboration
   K.P.Dere  - Aug 2002

Wavelength (A) Intensity  Ion        Tmax  Transition 
853.5410     6.95e+05 Fe VIII *      5.8   3s2 3p4 3d3 4D5/2 - 3s2 3p5 3d 4d 2G7/2
853.5700     9.42e+05 Fe X *         5.9   3s2 3p4 4d 2F7/2 - 3s2 3p4 4f 2G7/2
853.5880     9.39e+05 Fe III         4.5   3s2 3p6 3d6 3F3 - 3s2 3p6 3d5 4s 3D3
853.6000     3.97e+05 S VI           5.8   2p5 3s 3p 4D7/2 - 2p5 3p2 4P5/2
853.6210     5.80e+06 Fe VII         5.6   3p6 3d 4p 3P2 - 3p6 3d 4d 3D1
853.6570     2.67e+07 P IX           5.9   2s2.2p3 4S3/2 - 2s2.2p3 2P3/2
853.6760     4.38e+07 Fe III         4.6   3s2 3p6 3d6 1F3 - 3s2 3p6 3d5 4p 3P2
853.6780     7.88e+05 Mg VII *       5.8   2s2 2p 3p 3P2 - 2s 2p2 3p 5P3
853.6790     7.95e+06 Fe VIII *      5.8   3s2 3p5 3d 4p 4P5/2 - 3s2 3p5 3d 4d 4D5/2
853.7160     1.70e+07 Fe VIII *      5.8   3s2 3p5 3d 4p 2F7/2 - 3s2 3p5 3d 4d 2D5/2
853.7690     7.12e+08 Fe III         4.5   3s2 3p6 3d6 3P2 - 3s2 3p6 3d5 4p 3F2
853.7960     1.13e+07 Fe VIII *      5.8   3s2 3p5 3d 4p 4F7/2 - 3s2 3p5 3d 4d 2F7/2
853.8830     1.29e+07 Fe VIII *      5.8   3s2 3p5 3d 4s 4D5/2 - 3s2 3p5 3d 4p 4D5/2
853.8860     3.09e+05 Fe IX *        5.9   3s2 3p4 3d 4s 5P1 - 3s2 3p4 3d 4p 5S2
853.9260     1.31e+08 Fe III         4.5   3s2 3p6 3d6 3G4 - 3s2 3p6 3d5 4p 3F4
853.9390     1.11e+06 Si VII         5.8   2s2.2p3(2D).3p 3D3 - 2s2.2p3(2D).3d 1G4
853.9930     1.31e+06 Fe VIII *      5.8   3s2 3p5 3d 4s 4F9/2 - 3s2 3p5 3d 4p 2F7/2
854.0440     4.20e+06 Fe X *         5.9   3s2 3p4 4d 4F7/2 - 3s2 3p4 4f 2G9/2
854.0490     4.59e+07 S VIII         5.9   2s2.2p4(3P).3s 4P3/2 - 2s2.2p4(3P).3p 4D3/2
854.0750     1.37e+09 Fe III         4.4   3s2 3p6 3d6 5D3 - 3s2 3p6 3d5 4p 5D4
854.1460     7.71e+05 Fe VIII *      5.8   3s2 3p4 3d3 2F7/2 - 3s2 3p5 3d 4d 2G7/2
854.2000     9.65e+09 Fe III         4.4   3s2 3p6 3d6 5D4 - 3s2 3p6 3d5 4p 5D3
854.2260     5.92e+05 Fe VIII *      5.8   3s2 3p4 3d3 2F5/2 - 3s2 3p5 3d 4d 2G7/2
854.2640     3.00e+07 Fe III         4.5   3s2 3p6 3d6 3P2 - 3s2 3p6 3d5 4p 5F1
854.2850     6.25e+05 Fe III         4.5   3s2 3p6 3d6 3F2 - 3s2 3p6 3d5 4s 3D1
854.2860     5.07e+05 Fe IX *        5.9   3s2 3p4 3d 4s 3F3 - 3s2 3p3 3d3 3D2
854.3650     4.61e+10 Fe III         4.5   3s2 3p6 3d6 3H4 - 3s2 3p6 3d5 4p 3H4
854.4050     3.74e+07 Mg IV          5.4   2s2 2p4 3p 4D5/2 - 2s2 2p4 4s 4P3/2
854.4600     1.40e+06 Fe VIII *      5.8   3s2 3p5 3d 4p 4D5/2 - 3s2 3p5 3d 4d 2F5/2
854.4670     2.67e+07 Fe VIII *      5.8   3s2 3p4 3d3 4F9/2 - 3s2 3p5 3d 4d 4G11/2
854.5290     5.74e+05 Fe III         4.5   3s2 3p6 3d6 3F2 - 3s2 3p6 3d5 4s 3D2
854.5380     2.61e+09 Fe III         4.6   3s2 3p6 3d6 3F4 - 3s2 3p6 3d5 4p 3G5
854.5690     3.40e+06 Fe VIII *      5.8   3s2 3p5 3d 4p 2D3/2 - 3s2 3p5 3d 4d 4F3/2
854.6420     2.13e+10 Mg VII         5.8   2s2 2p2 3P1 - 2s 2p3 5S2
854.6640     2.85e+06 Fe VI *        5.3   3p63d24s 2D5/2 - 3p53d4 6F7/2
854.6810     2.97e+05 Si VII         5.8   2s2.2p3(2P).3p 3D3 - 2s2.2p3(2P).3d 3D2
854.7670     5.79e+06 Fe VIII *      5.8   3s2 3p5 3d 4p 4D3/2 - 3s2 3p5 3d 4d 4D1/2
854.7680     2.99e+10 S V            5.2   3s 3p 3P2 - 3p2 3P2
854.8450     8.01e+08 Fe III         4.5   3s2 3p6 3d6 3G5 - 3s2 3p6 3d5 4p 1I6
854.8470     2.30e+06 Fe X *         5.9   3s2 3p4 4d 2F7/2 - 3s2 3p4 4f 2G9/2
854.8680     6.08e+09 S V            5.2   3s 3p 3P1 - 3p2 3P1
854.8940     1.23e+08 Fe IX *        5.8   3s2 3p5 4p 1D2 - 3s2 3p5 4d 3P2
854.9130     5.42e+05 Fe VIII *      5.8   3s2 3p4 3d3 2P3/2 - 3s2 3p5 3d 4d 4D1/2
854.9200     3.23e+06 Fe VIII *      5.8   3s2 3p5 3d 4s 2D3/2 - 3s2 3p5 3d 4p 2F5/2
854.9320     1.48e+07 Mg IV          5.4   2s2 2p4 3p 4D1/2 - 2s2 2p4 4s 4P1/2
854.9350     3.27e+06 Fe VIII *      5.8   3s2 3p4 3d3 4D3/2 - 3s2 3p5 3d 4d 4D5/2
854.9860     3.09e+07 Fe VIII *      5.8   3s2 3p4 3d3 2G9/2 - 3s2 3p5 3d 4d 2H11/2
855.0340     8.89e+07 Al III         4.6   3p 2P1/2 - 5s 2S1/2
855.1310     1.51e+07 Fe III         4.5   3s2 3p6 3d6 3H4 - 3s2 3p6 3d5 4p 5D3
855.2040     3.68e+09 Fe III         4.6   3s2 3p6 3d6 3F4 - 3s2 3p6 3d5 4p 3G4
855.2140     2.87e+05 C II *         4.8   2s2 3d 2D5/2 - 2p2 3p 2D5/2
855.2200     2.93e+05 Fe VIII *      5.8   3s2 3p5 3d 4s 2F5/2 - 3s2 3p5 3d 4p 4P5/2
855.2460     2.95e+07 C II *         4.8   2s 2p2 2P1/2 - 2s 2p 4d 2P1/2
855.2490     2.93e+05 Ne VII *       5.8   2p 4p 3P1 - 2p 5s 3P0
855.2870     1.71e+09 Fe III         4.5   3s2 3p6 3d6 3D2 - 3s2 3p6 3d5 4p 3D3
855.3370     5.57e+05 Fe VIII *      5.8   3s2 3p5 3d 4p 2D5/2 - 3s2 3p5 3d 4d 2D5/2
855.3430     4.11e+08 Fe III         4.6   3s2 3p6 3d6 3F3 - 3s2 3p6 3d5 4p 3G4
855.3670     7.41e+06 Fe III         4.5   3s2 3p6 3d6 3H5 - 3s2 3p6 3d5 4p 5D4
855.3730     2.62e+05 Fe VIII *      5.8   3s2 3p5 3d 4p 4D5/2 - 3s2 3p5 3d 4d 2P3/2
855.3820     1.42e+07 C II *         4.8   2s 2p2 2P1/2 - 2s 2p 4d 2P3/2
855.3980     1.40e+07 Fe III         4.5   3s2 3p6 3d6 3G3 - 3s2 3p6 3d5 4p 3F4
855.4430     3.25e+09 Fe III         4.5   3s2 3p6 3d6 3D2 - 3s2 3p6 3d5 4p 3D2
855.4540     5.08e+05 Si VIII *      5.9   2s2.2p2(3P)3p 4P3/2 - 2s2.2p2(3P)3d 4P3/2
855.4830     1.25e+06 Fe VIII *      5.8   3s2 3p5 3d 4p 2P3/2 - 3s2 3p5 3d 4d 2F5/2
855.4980     3.50e+07 Fe VII *       5.6   3p6 3d 4s 3D1 - 3p5 3d3(a 2D) 3P1
855.5120     3.53e+05 Fe VIII *      5.8   3s2 3p5 3d 4s 2F5/2 - 3s2 3p5 3d 4p 2P3/2
855.5130     1.09e+09 Fe III         4.5   3s2 3p6 3d6 3D1 - 3s2 3p6 3d5 4p 3D2
855.5430     1.89e+09 Fe III         4.5   3s2 3p6 3d6 3P1 - 3s2 3p6 3d5 4p 5D0
855.5480     1.47e+07 C II *         4.8   2s 2p2 2P3/2 - 2s 2p 4d 2P1/2
855.6150     3.16e+05 Si VI *        5.8   2s.2p5(3P).3p 4D5/2 - 2s.2p5(3P).3d 4D3/2
855.6320     6.23e+08 Fe III         4.5   3s2 3p6 3d6 3P1 - 3s2 3p6 3d5 4p 5D1
855.6660     2.94e+05 Si VI *        5.8   2s2.2p4(1D).3d 2P1/2 - 2s2.2p4(3P).4p 2D3/2
855.6850     7.36e+07 C II *         4.8   2s 2p2 2P3/2 - 2s 2p 4d 2P3/2
855.6860     3.74e+05 Fe III *       4.6   3s2 3p6 3d5 4s 1D2 - 3s2 3p6 3d5 4p 3P1
855.6880     1.69e+06 Fe VIII *      5.8   3s2 3p5 3d 4p 4G5/2 - 3s2 3p5 3d 4d 4P5/2
855.7530     8.15e+09 Fe III         4.5   3s2 3p6 3d6 3P1 - 3s2 3p6 3d5 4p 5D2
855.7830     1.74e+07 Fe VIII *      5.8   3s2 3p5 3d 4s 4D5/2 - 3s2 3p5 3d 4p 2F7/2
855.8130     2.40e+06 Fe VIII *      5.8   3s2 3p4 3d3 4P5/2 - 3s2 3p5 3d 4d 4P3/2
855.8410     7.43e+05 N III *        5.1   2s 2p 3d 2F5/2 - 2p2 3d 2D3/2
855.8690     3.44e+08 Fe III         4.5   3s2 3p6 3d6 3D2 - 3s2 3p6 3d5 4p 3D1
855.8930     1.76e+06 Fe VIII *      5.8   3s2 3p5 3d 4p 4P5/2 - 3s2 3p5 3d 4d 4F5/2
855.9120     5.85e+09 Fe III         4.5   3s2 3p6 3d6 3F2 - 3s2 3p6 3d5 4p 1P1
855.9390     5.86e+09 Fe III         4.5   3s2 3p6 3d6 3D1 - 3s2 3p6 3d5 4p 3D1
855.9710     2.99e+06 Fe IX *        5.8   3s 3p5 3d2 3F2 - 3s2 3p5 4f 3F3
855.9860     1.02e+07 Fe III         4.6   3s2 3p6 3d6 1S0 - 3s2 3p6 3d5 4p 1P1
856.0390     3.33e+09 Fe III         4.6   3s2 3p6 3d6 3F2 - 3s2 3p6 3d5 4p 3F2
856.0540     5.75e+06 Fe VIII *      5.8   3s2 3p5 3d 4s 4D7/2 - 3s2 3p5 3d 4p 2D5/2
856.0970     3.53e+08 Fe III         4.6   3s2 3p6 3d6 3F4 - 3s2 3p6 3d5 4p 3F3
856.1060     4.05e+05 Fe VIII *      5.8   3s2 3p4 3d3 2G9/2 - 3s2 3p5 3d 4d 2F7/2
856.1350     3.26e+07 S VIII         5.9   2s2.2p4(3P).3s 4P5/2 - 2s2.2p4(3P).3p 4D5/2
856.1720     2.69e+06 Fe VIII *      5.8   3s2 3p5 3d 4p 4G5/2 - 3s2 3p5 3d 4d 2D3/2
856.1720     1.48e+06 Ni XI *        5.9   3s2 3p4 3d2 3D2 - 3s2 3p5 4s 3P2
856.1990     9.74e+08 Fe III         4.5   3s2 3p6 3d6 3P2 - 3s2 3p6 3d5 4p 1F3
856.2130     3.76e+05 Fe IX *        5.9   3s2 3p4 3d 4s 3P2 - 3s2 3p3 3d3 3P2
856.2230     3.48e+06 Fe VIII *      5.8   3s2 3p4 3d3 4P5/2 - 3s2 3p5 3d 4d 4G5/2
856.2300     3.65e+08 Fe VIII *      5.8   3s2 3p5 3d 4s 4F9/2 - 3s2 3p5 3d 4p 4G11/2
856.2370     4.13e+09 Fe III         4.6   3s2 3p6 3d6 3F3 - 3s2 3p6 3d5 4p 3F3
856.2930     1.05e+06 N III *        5.1   2s 2p 3d 2F7/2 - 2p2 3d 2D5/2
856.3040     2.07e+06 Fe VII *       5.7   3p5 3d3(4P) 5P1 - 3p6 3d 4d 3P1
856.3240     9.21e+09 Fe III         4.5   3s2 3p6 3d6 3D3 - 3s2 3p6 3d5 4p 3D3
856.3480     1.38e+07 Fe VIII *      5.8   3s2 3p5 3d 4p 2D5/2 - 3s2 3p5 3d 4d 2G7/2
856.3550     1.27e+07 Fe VIII *      5.8   3s2 3p4 3d3 4F7/2 - 3s2 3p5 3d 4d 4G9/2
856.4080     3.13e+07 Al V           5.6   2s2 2p4 3s 2P1/2 - 2s2 2p4 3p 2P3/2
856.4140     2.12e+06 Fe VIII *      5.8   3s2 3p5 3d 4s 4D3/2 - 3s2 3p5 3d 4p 4D1/2
856.4430     1.23e+07 Fe VIII *      5.8   3s2 3p5 3d 4s 4F5/2 - 3s2 3p5 3d 4p 4G5/2
856.4650     6.06e+05 Fe VIII *      5.8   3s2 3p4 3d3 2G7/2 - 3s2 3p5 3d 4d 2F7/2
856.4720     2.78e+06 Fe VIII *      5.8   3s2 3p5 3d 4s 2F7/2 - 3s2 3p4 3d3 2F5/2
856.4800     6.10e+09 Fe III         4.5   3s2 3p6 3d6 3D3 - 3s2 3p6 3d5 4p 3D2
856.5340     3.48e+09 Fe III         4.5   3s2 3p6 3d6 1G4 - 3s2 3p6 3d5 4p 3D3
856.5680     3.12e+05 Fe VIII *      5.8   3s2 3p4 3d3 4P5/2 - 3s2 3p5 3d 4d 2D3/2
856.5750     3.02e+05 Fe VIII *      5.8   3s2 3p5 3d 4p 2F7/2 - 3s2 3p5 3d 4d 2F5/2
856.6670     7.95e+06 Si VI          5.8   2s2.2p4(3P).3p 4D5/2 - 2s2.2p4(3P).3d 4P5/2
856.6710     1.31e+06 C II *         4.8   2p3 2D3/2 - 2p2 3s 2D5/2
856.6940     3.90e+07 Fe III         4.5   3s2 3p6 3d6 3H4 - 3s2 3p6 3d5 4p 5D4
856.6960     2.68e+05 Fe IX *        5.9   3s2 3p4 3d 4s 5D4 - 3s2 3p4 3d 4p 3F4
856.7100     4.97e+08 Fe III         4.5   3s2 3p6 3d6 3F4 - 3s2 3p6 3d5 4p 3G3
856.7170     1.16e+07 C II *         4.8   2p3 2D3/2 - 2p2 3s 2D3/2
856.7370     2.21e+06 Fe VIII *      5.8   3s2 3p5 3d 4p 2F5/2 - 3s2 3p5 3d 4d 4P3/2
856.7460     1.78e+08 Al III         4.6   3p 2P3/2 - 5s 2S1/2
856.7590     2.33e+07 Fe XIII        6.1   3s 3p3 3P2 - 3s2 3p 3d 3F4
856.7870     3.84e+05 O III          5.0   2s 2p3 3S1 - 2s2 2p 3p 1S0
856.8020     2.00e+06 Fe III         4.5   3s2 3p6 3d6 3P2 - 3s2 3p6 3d5 4p 5F2
856.8480     4.36e+08 Fe III         4.6   3s2 3p6 3d6 3F3 - 3s2 3p6 3d5 4p 3F2
856.8570     7.92e+06 Fe IX *        5.8   3s2 3p5 4d 3F4 - 3s2 3p5 4f 3G4
856.9270     1.81e+07 Fe VII *       5.7   3p5 3d3(2P) 3D1 - 3p6 3d 4d 3F2
856.9370     5.15e+05 Fe IX *        5.9   3s2 3p5 5p 3D3 - 3s2 3p4 3d 4p 3D3
856.9860     1.38e+06 Fe VIII *      5.8   3s2 3p4 3d3 4D5/2 - 3s2 3p5 3d 4d 4G7/2
857.0000     3.59e+05 Mg IV          5.4   2s2 2p4 3p 2P1/2 - 2s2 2p4 4d 4P3/2
857.0380     2.30e+06 Si IV *        5.6   2p5 3s 3p 4D7/2 - 2p5 3s 3d 4F9/2
857.1040     2.74e+05 Si VI *        5.8   2s.2p5(3P).3p 4D5/2 - 2s.2p5(3P).3d 4D7/2
857.1550     5.86e+05 Si IV *        5.6   2p5 3s 3p 4D5/2 - 2p5 3s 3d 4F7/2
857.1700     6.89e+05 Fe VIII *      5.8   3s2 3p4 3d3 2D3/2 - 3s2 3p5 3d 4d 4F3/2
857.1900     9.84e+05 Al IV          5.4   2s2 2p5 3p 3P1 - 2s2 2p5 4s 3P0
857.1990     2.32e+07 Fe VIII *      5.8   3s2 3p5 3d 4p 2F7/2 - 3s2 3p5 3d 4d 4D7/2
857.2900     6.51e+07 Mg IV          5.4   2s2 2p4 3p 4D7/2 - 2s2 2p4 4s 4P5/2
857.2910     1.85e+07 O V            5.4   2p 3p 1S0 - 2p 4s 1P1
857.3330     4.63e+08 Fe III         4.5   3s2 3p6 3d6 3F4 - 3s2 3p6 3d5 4p 3G4
857.3830     4.76e+06 Fe VIII *      5.8   3s2 3p4 3d3 4F7/2 - 3s2 3p5 3d 4d 4G7/2
857.3830     1.62e+08 Si VII         5.8   2s2.2p3(2D).3s 3D1 - 2s2.2p3(2D).3p 3P0
857.3950     5.46e+09 Fe III         4.4   3s2 3p6 3d6 5D3 - 3s2 3p6 3d5 4p 5D3
857.3980     6.31e+06 Fe VIII *      5.8   3s2 3p5 3d 4p 2P1/2 - 3s2 3p5 3d 4d 2P1/2
857.4120     3.66e+05 Fe VIII *      5.8   3s2 3p5 3d 4p 4D7/2 - 3s2 3p5 3d 4d 2D5/2
857.4270     4.89e+05 Fe VIII *      5.8   3s2 3p5 3d 4p 4D5/2 - 3s2 3p5 3d 4d 2D3/2
857.5740     2.97e+05 Si IV *        5.6   2p5 3s 3p 4D3/2 - 2p5 3s 3d 4F5/2
857.5780     2.14e+07 Ne V *         5.6   2s2 2p 3d 1P1 - 2s2 2p 4p 1D2
857.5960     6.58e+05 Fe VIII *      5.8   3s2 3p5 3d 4p 4F5/2 - 3s2 3p5 3d 4d 2F5/2
857.6040     1.95e+08 Fe III         4.5   3s2 3p6 3d6 3P2 - 3s2 3p6 3d5 4p 5F3
857.6110     3.30e+05 Fe VIII *      5.8   3s2 3p5 3d 4p 4F9/2 - 3s2 3p5 3d 4d 2F7/2
857.6180     1.33e+06 Fe VIII *      5.8   3s2 3p5 3d 4s 2D5/2 - 3s2 3p5 3d 4p 2D3/2
857.6330     5.60e+06 Ne VII         5.8   2s 4d 1D2 - 2s 5p 1P1
857.6630     8.08e+09 Fe III         4.6   3s2 3p6 3d6 1F3 - 3s2 3p6 3d5 4p 1F3
857.6770     2.31e+08 Fe VIII *      5.8   3s2 3p5 3d 4s 2F7/2 - 3s2 3p5 3d 4p 2G9/2
857.6840     5.03e+05 Fe VIII *      5.8   3s2 3p4 3d3 2D3/2 - 3s2 3p5 3d 4d 2P1/2
857.6900     1.62e+09 Fe III         4.5   3s2 3p6 3d6 3F4 - 3s2 3p6 3d5 4p 3G5
857.7290     1.15e+06 Fe VIII *      5.8   3s2 3p5 3d 4s 2D5/2 - 3s2 3p5 3d 4p 2F7/2
857.8240     5.66e+06 Fe IX *        5.9   3s2 3p4 3d 4s 3F4 - 3s2 3p4 3d 4p 3D3
857.8260     1.32e+09 S V            5.2   3s 3p 3P1 - 3p2 3P0
857.8290     5.48e+06 Mg VII *       5.8   2s2 2p 3p 1P1 - 2s2 2p 3d 1P1
857.8610     2.32e+06 Fe VIII *      5.8   3s2 3p4 3d3 4D1/2 - 3s2 3p5 3d 4d 4D1/2
857.8860     1.50e+06 Mg III         5.2   2s2 2p5 3p 3D2 - 2s2 2p5 5s 3P1
857.9600     2.32e+06 Si V           5.6   2s2 2p5 3d 3P0 - 2s2 2p5 4p 3P1
857.9640     1.14e+07 Fe VIII *      5.8   3s2 3p5 3d 4p 4F7/2 - 3s2 3p5 3d 4d 2F7/2
858.0300     4.40e+06 Si VII         5.8   2s2.2p3(2P).3p 3S1 - 2s2.2p3(2P).3d 3P1
858.0520     4.16e+07 Fe VII *       5.6   3p6 3d 4s 3D2 - 3p5 3d3(a 2D) 3P1
858.0650     2.68e+08 Ne V *         5.6   2s2 2p 3d 1F3 - 2s2 2p 4p 1D2
858.0830     3.76e+08 Fe III         4.4   3s2 3p6 3d6 5D3 - 3s2 3p6 3d5 4p 5S2
858.0920     1.34e+12 C II           4.6   2s2 2p 2P1/2 - 2s2 3s 2S1/2
858.1080     3.42e+07 Fe VII         5.6   3p6 3d 4p 1F3 - 3p6 3d 4d 3G3
858.1190     3.66e+08 Fe VIII *      5.8   3s2 3p5 3d 4p 4G9/2 - 3s2 3p5 3d 4d 4G11/2
858.1850     4.66e+05 O IV *         5.3   2s 2p 4p 2P3/2 - 2p2 3p 2P3/2
858.1890     3.01e+09 Fe III         4.5   3s2 3p6 3d6 3G4 - 3s2 3p6 3d5 4p 3D3
858.2260     5.63e+07 Fe III         4.5   3s2 3p6 3d6 1G4 - 3s2 3p6 3d5 4p 3G5
858.2290     2.92e+05 Fe IX *        5.9   3s2 3p5 5p 3D2 - 3s2 3p4 3d 4p 3F3
858.2290     6.16e+05 Fe VIII *      5.8   3s2 3p4 3d3 2H9/2 - 3s2 3p5 3d 4d 4H11/2
858.2890     2.50e+08 Fe III         4.6   3s2 3p6 3d6 1D2 - 3s2 3p6 3d5 4p 1D2
858.3470     8.80e+05 Si VI *        5.8   2s.2p5(3P).3p 4D5/2 - 2s.2p5(3P).3d 4D5/2
858.3760     4.98e+08 N II           4.7   2s2.2p2 1S0 - 2s2.2p.3s 1P1
858.4060     5.81e+06 Fe VIII *      5.8   3s2 3p5 3d 4p 4D5/2 - 3s2 3p5 3d 4d 4D3/2
858.4580     5.12e+08 Fe III         4.5   3s2 3p6 3d6 3F3 - 3s2 3p6 3d5 4p 3G3
858.4940     5.91e+06 Fe VIII *      5.8   3s2 3p5 3d 4p 4D7/2 - 3s2 3p5 3d 4d 4F7/2
858.4940     6.94e+06 Fe VIII *      5.8   3s2 3p4 3d3 4F5/2 - 3s2 3p5 3d 4d 4G7/2
858.5470     1.28e+06 N III *        5.1   2s 2p 3d 4F3/2 - 2p2 3d 4D3/2
858.5500     7.95e+08 Fe III         4.4   3s2 3p6 3d6 5D4 - 3s2 3p6 3d5 4p 5F3
858.5520     3.46e+05 Fe IX *        5.9   3s2 3p5 5p 3D2 - 3s2 3p4 3d 4p 3P2
858.5590     2.63e+12 C II           4.6   2s2 2p 2P3/2 - 2s2 3s 2S1/2
858.6080     3.44e+06 N III *        5.1   2s 2p 3d 4F3/2 - 2p2 3d 4D1/2
858.6090     2.19e+10 Fe III         4.4   3s2 3p6 3d6 5D4 - 3s2 3p6 3d5 4p 5F4
858.6120     7.91e+06 Fe VIII *      5.8   3s2 3p5 3d 4s 2D5/2 - 3s2 3p5 3d 4p 2G7/2
858.6200     2.59e+06 Fe VII *       5.7   3p6 3d 4d 3F3 - 3p6 3d 5p 3F4
858.6490     2.25e+09 Fe III         4.4   3s2 3p6 3d6 5D3 - 3s2 3p6 3d5 4p 5F2
858.6570     1.01e+08 Si VII         5.8   2s2.2p3(2D).3s 3D1 - 2s2.2p3(2D).3p 3P1
858.6710     7.21e+05 Fe VII *       5.7   3p5 3d3(4P) 5P1 - 3p6 3d 4d 3P0
858.6810     1.55e+06 N III *        5.1   2s 2p 3d 4F5/2 - 2p2 3d 4D5/2
858.7160     1.29e+06 Fe X *         5.9   3s2 3p4 4s 2D5/2 - 3s2 3p3 3d2 2P3/2
858.7160     1.60e+06 Fe X *         5.9   3s 3p5 4s 4P5/2 - 3s 3p5 4p 4P5/2
858.7750     2.93e+08 Si VII         5.8   2s2.2p3(2D).3s 3D2 - 2s2.2p3(2D).3p 3P1
858.7800     1.42e+10 Fe III         4.5   3s2 3p6 3d6 3G5 - 3s2 3p6 3d5 4p 3F4
858.7970     2.74e+05 Fe X *         5.9   3s2 3p4 4d 4P3/2 - 3s2 3p4 4f 4G5/2
858.8000     4.95e+06 N III *        5.1   2s 2p 3d 4F5/2 - 2p2 3d 4D3/2
858.8190     3.61e+07 Fe VIII *      5.8   3s2 3p4 3d3 2G7/2 - 3s2 3p5 3d 4d 2G9/2
858.8290     6.87e+05 Fe III *       4.6   3s2 3p6 3d5 4s 3D3 - 3s2 3p6 3d5 4p 3F3
858.8470     1.39e+06 N III *        5.1   2s 2p 3d 4F7/2 - 2p2 3d 4D7/2
858.8780     4.45e+07 Fe VIII *      5.8   3s2 3p5 3d 4s 4F7/2 - 3s2 3p5 3d 4p 4G7/2
858.9500     3.64e+05 S VII *        5.8   2s2 2p5 4p 1S0 - 2s2 2p5 5s 3P1
858.9810     5.28e+05 Si VIII *      5.9   2s2.2p2(1D)3p 2F5/2 - 2s2.2p2(1D)3d 2D5/2
859.0330     5.04e+05 Si IV *        5.6   2p5 3s 3p 2P3/2 - 2p5 3s 3d 2D5/2
859.0380     6.92e+06 N III *        5.1   2s 2p 3d 4F7/2 - 2p2 3d 4D5/2
859.0840     1.58e+09 Fe III         4.5   3s2 3p6 3d6 3F3 - 3s2 3p6 3d5 4p 3G4
859.1190     1.11e+06 Fe IX *        5.8   3s 3p5 3d2 3F3 - 3s2 3p5 4f 1F3
859.1660     1.03e+06 Fe VIII *      5.8   3s2 3p5 3d 4s 2F7/2 - 3s2 3p4 3d3 2F7/2
859.2390     4.92e+06 Fe VIII *      5.8   3s2 3p4 3d3 4F5/2 - 3s2 3p5 3d 4d 2F7/2
859.2420     3.74e+06 Ne V *         5.6   2s2 2p 3d 3P2 - 2s2 2p 4p 3S1
859.2490     1.50e+07 Mg IV          5.4   2s2 2p4 3p 4D3/2 - 2s2 2p4 4s 4P3/2
859.2540     4.99e+05 Fe VIII *      5.8   3s 3p6 3d2 4F9/2 - 3s2 3p5 3d 4s 4F7/2
859.2540     3.82e+05 Fe VIII *      5.8   3s2 3p5 3d 4s 4P3/2 - 3s2 3p4 3d3 4F5/2
859.2840     4.21e+06 Fe X *         5.9   3s2 3p4 4d 2F7/2 - 3s2 3p4 4f 4G9/2
859.2840     6.84e+06 Fe VIII *      5.8   3s2 3p5 3d 4s 2F7/2 - 3s2 3p5 3d 4p 4F7/2
859.3100     1.15e+07 N III *        5.1   2s 2p 3d 4F9/2 - 2p2 3d 4D7/2
859.3580     1.18e+06 Fe X *         5.9   3s2 3p4 4d 4P5/2 - 3s2 3p4 4f 4D7/2
859.3870     3.89e+07 Fe VIII *      5.8   3s2 3p4 3d3 4G7/2 - 3s2 3p5 3d 4d 2G9/2
859.4460     1.18e+07 Fe VIII *      5.8   3s2 3p5 3d 4s 4D3/2 - 3s2 3p5 3d 4p 4D5/2
859.4570     3.24e+09 Fe III         4.5   3s2 3p6 3d6 3P0 - 3s2 3p6 3d5 4p 5D1
859.5100     4.99e+06 O V            5.4   2s 3p 1P1 - 2p 3p 1D2
859.5240     7.60e+07 Fe IX *        5.8   3s2 3p5 4d 3D3 - 3s2 3p5 4f 1G4
859.5240     8.59e+07 Fe IX *        5.8   3s2 3p5 4d 3F3 - 3s2 3p5 4f 3G4
859.5330     3.89e+05 N III *        5.1   2s 2p 3d 4D1/2 - 2p2 3d 4P1/2
